People - Person → Handle,People - Person → Location,Title,Description,Image URL,Flash Image Collections → Title,Flash Image Quotes → X Small Total Amount Cents,Flash Image Quotes → X Large Total Amount Cents
howeirdtattoos,"Portland, Oregon",fungi fly,"Colors always customizable!! Size+price are flexible, based on $150/hr; L+XL may need to be split into multiple sessions for proper healing",s3://venue-ink-prd-app/static/people/per-8i1Zud2jDhA/flash_images/fli-8kJ7eyAUbJY/flash.38465c58.webp,small bugs,"20,000","15,000"
hpa_tattoos,Santa Ana,Friday the 13th Valentines Day Special,"Between $50 & $100, depending on size (@ my design)",s3://venue-ink-prd-app/static/people/per-8jh0Pj8q5IG/flash_images/fli-8qfUNTG44zg/flash.a5ccea1a.webp,Friday the 13th Valentines Day Flash Special,"4,300","9,300"
hpa_tattoos,Santa Ana,Friday the 13th Valentines Day Special,"Between $50 & $100, depending on size(@ my design)",s3://venue-ink-prd-app/static/people/per-8jh0Pj8q5IG/flash_images/fli-8qfUWZIRYy8/flash.9503c47e.webp,Friday the 13th Valentines Day Flash Special,"4,300","9,300"
inarqusink,Toronto,floating tiefling,you will also receive an acrylic charm of this design! has to be sized large ,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/flash.965c9daa.webp,flash,"10,000","55,000"
inarqusink,Toronto,flash 009,oyster - $150 / bunny - $250 / snake -$350-450,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8lCyi7lpbnM/flash.e161aaa5.webp,flash,"10,000","45,000"
inarqusink,Toronto,dragon boy,4.5’’ min,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8lCzdnm7rLk/flash.af9e7a8c.webp,flash,"10,000","50,000"
inarqusink,Toronto,unicorn boy,5’’ min,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8lCzkFpBLFI/flash.7328c5a3.webp,flash,"10,000","45,000"
inarqusink,Toronto,sword 009,4’’ min,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8lCzs31ZVOS/flash.3d5f25c0.webp,flash,"10,000","40,000"
inarqusink,Toronto,fated ponies,around 4.5’’-5’’ min per pony (dm for more sizing info),s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8lCzzCsWvZ2/flash.b4d05afd.webp,flash,"10,000","50,000"
inarqusink,Toronto,thorn branch,available for freehand sessions (price and size can vary) 3” min (for $150),s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8nKSHPOF3mi/flash.daf11089.webp,repeatables,"10,000","60,000"
inarqusink,Toronto,rope merman ,5-5.5” min,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8nKSyMjKwi0/flash.05d30cf0.webp,flash,"10,000","65,000"
inarqusink,Toronto,trans ,4” min,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8nKUAc53kDg/flash.9f395a08.webp,flash,"10,000","55,000"
inarqusink,Toronto,rosey,4.5” min,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8nKUAcnuMls/flash.00577fe4.webp,flash,"10,000","45,000"
inarqusink,Toronto,unicorn 100,4”-4.5” min,s3://venue-ink-prd-app/static/people/per-8Zwge0zguNE/flash_images/fli-8nKUAo5baOu/flash.355e1644.webp,flash,"10,000","55,000"
indigopokes,,Ladybug 1,Half opened wing ladybug,s3://venue-ink-prd-app/static/people/per-8orB13zCXdw/flash_images/fli-8ouWIBTRLVI/flash.75bd5d35.webp,Animals,"10,000","40,000"
indigopokes,,Ladybug 2,Closed wing ladybug,s3://venue-ink-prd-app/static/people/per-8orB13zCXdw/flash_images/fli-8ouXVPII316/flash.a8956408.webp,Animals,"10,000","40,000"
indigopokes,,Beetle 1,Horned beetle,s3://venue-ink-prd-app/static/people/per-8orB13zCXdw/flash_images/fli-8ouXZSfnDX6/flash.3912af69.webp,Animals,"10,000","40,000"
indigopokes,,Ocean crystalline shapes,Can be a trio or separated,s3://venue-ink-prd-app/static/people/per-8orB13zCXdw/flash_images/fli-8pB7TniOFwO/flash.93771ee6.webp,Animals,"10,000","40,000"
inkandsalvation,Wilmington,Traditional Rose ,Can be color or kept black & grey,s3://venue-ink-prd-app/static/people/per-8mnJ4tN1TAO/flash_images/fli-8mnZFucTGjY/flash.dec0400d.webp,Traditional Flash,"7,500","40,000"
inkandsalvation,Wilmington,Christianity Flash,Choose a number and size ,s3://venue-ink-prd-app/static/people/per-8mnJ4tN1TAO/flash_images/fli-8msEvIoPToO/flash.20b67b7f.webp,Christianity Flash,"7,500","40,000"
inkandsalvation,Wilmington,Floral Flash ,Choose a number and size ,s3://venue-ink-prd-app/static/people/per-8mnJ4tN1TAO/flash_images/fli-8msF1UTY34y/flash.f66e39bb.webp,Floral Flash,"7,500","40,000"
inkandsalvation,Wilmington,Halloween Flash ,Choose a number and size ,s3://venue-ink-prd-app/static/people/per-8mnJ4tN1TAO/flash_images/fli-8msFA7ojlcu/flash.6d52d795.webp,Halloween Flash,"7,500","40,000"
inkbyadia,"Lakewood, Colorado USA",Small Dotwork Mandala ,"2x2in $150 perfect for filler, throat, chest, face tattoo ",s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kvIcGobT0K/flash.b61e32c5.webp,Small Ornamental,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Small Minimalistic Adornment ,2x2,s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kvJDRY4taC/flash.2cfc7bea.webp,Small Ornamental,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Glitter Labubu Flash Sale,$200 Glitter custom color 3x4 in,s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kvoQjq6ZIe/flash.04e2c28d.webp,Glitter -Kawaii,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Finger Ornamental Mix n Match,"$100 minimum, 2 for 100 + $25 for each additional ",s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kvwuf3pl7Q/flash.7382e499.webp,Small Ornamental,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Darkstyle Ornamental Calf,Calf or forearm color can be customized ,s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kvwXm8lJIG/flash.96f0902e.webp,Darkstyle,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Mix n Match Finger Ornaments XS ,4 for $100 + $20 each additional ,s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kvxLiKiYxE/flash.9a3bb3bf.webp,Small Ornamental,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Labubu Flash Sale,Black and grey Labubu 3x4in,s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kw0JnxPETw/flash.4003a5b9.webp,Glitter -Kawaii,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Plusle and Minun  ,Full color 4x6 ,s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8kwl9bT0fQW/flash.ad8d4761.webp,Glitter -Kawaii,"10,000","100,000"
inkbyadia,"Lakewood, Colorado USA",Floral,+100 for full color ,s3://venue-ink-prd-app/static/people/per-8k0xQZ3GpOK/flash_images/fli-8ky8LIXgOem/flash.4a51af5c.webp,Neo Traditional,"10,000","100,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr0JOdg8/flash.79d23561.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr0nCWKu/flash.e0f71465.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr1Ginrc/flash.170f3bca.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr1jxUGG/flash.fa3ef08e.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr2kgq0W/flash.ee4a0457.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr4OJEZc/flash.5bde7d27.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr51TsWW/flash.79d23561.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr5ag8eW/flash.969b5384.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr64lcRM/flash.5ec704c4.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr6XR6Zs/flash.33bb44d7.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr725mcq/flash.f7bb873b.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr7X23ns/flash.5d625b07.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr817Xai/flash.a2820326.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr8aszyq/flash.980ebcd1.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr95G4tk/flash.4e31bd20.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPr9aCM4m/flash.cde26726.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPrA39RLM/flash.b2632eef.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPrAW6Wbw/flash.7fc403b5.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPrB0TbWq/flash.3d330297.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPrBT95fM/flash.e108a2c6.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPrBwNm40/flash.0ca102db.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,s3://venue-ink-prd-app/static/people/per-8iSgLbT2L5M/flash_images/fli-8lfPrCPcSSe/flash.fcb62c4a.webp,Neo/Traditional Color,"10,000","30,000"
ink_by_ethan,Daleville PA,Neo/Traditional Color ,Color Neo and traditional flash style ,,Neo/Traditional Color,"10,000","30,000"
inkbyhev,"Avon, Colorado",In Dog We Trust,Custom :),s3://venue-ink-prd-app/static/people/per-8iYdTQdx3SK/flash_images/fli-8k9G8Rg9tbs/flash.b8c092aa.webp,Originals,"10,000","40,000"
inkbyhev,"Avon, Colorado",KaleidoCore,Custom!,s3://venue-ink-prd-app/static/people/per-8iYdTQdx3SK/flash_images/fli-8kAQ8IDN4wC/flash.63a3ba74.webp,Originals,"10,000","40,000"
inkbyhev,"Avon, Colorado",Hibiscus,Custom :) ,s3://venue-ink-prd-app/static/people/per-8iYdTQdx3SK/flash_images/fli-8kAR5wR7Dmq/flash.92604d22.webp,Originals,"10,000","40,000"
inkbyhev,"Avon, Colorado",CephaloFlora,Custom,s3://venue-ink-prd-app/static/people/per-8iYdTQdx3SK/flash_images/fli-8kUY8AJrcLA/flash.943d7e1c.webp,Originals,"10,000","40,000"
inkbyhev,"Avon, Colorado",Imposter,Custom!,s3://venue-ink-prd-app/static/people/per-8iYdTQdx3SK/flash_images/fli-8kWOvRP7HEW/flash.292fa74a.webp,Originals,"10,000","40,000"
inkbyhev,"Avon, Colorado",Trad Critters n Such,Can do Black & Grey ,s3://venue-ink-prd-app/static/people/per-8iYdTQdx3SK/flash_images/fli-8lqB5LTLenw/flash.75847433.webp,CO Flash Sale,"10,000","40,000"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Leaf + Text,"Discounted⭐️ Single word text is available for the price posted! Quotes/ phrases, price may vary. ",s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.2635620b.jpg,Floral Tattoos,"10,000","39,500"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Large Scale Double Lily,Size minimum 7 inches~ Price varies if larger/ if color is desired,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.33a6aa46.jpg,Floral Tattoos,"10,000","50,000"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Lily leg band,Anything over 8 inches will vary 🌸,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.33cf6f6e.jpg,Floral Tattoos,"10,000","29,500"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Tina Fairy Wings,Size Max 5x5”,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.499b943a.jpg,Back Tattoos,"10,000","45,000"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Double Floral ,Price varies depending on final size! INCLUDES detailed shading/ design is between 7-8 inches long. ,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.7977fbeb.jpg,Floral Tattoos,"10,000","62,500"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Neo Tribal Wings,"Takes up most of the back, approx 8.5 width*",s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.a1eb4f8c.jpg,Back Tattoos,"10,000","80,000"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Swirly lotus ,Arm or spine placement/ 5.5 inch minimum,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.ac80a606.jpg,Floral Tattoos,"10,000","28,500"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Aurora Fairy Wings,Size Min 5x5” ,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/flash.cda76d7a.jpg,Back Tattoos,"10,000","45,000"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Enchanted Lilies Back Piece,7 inches | $400 If size increases price will vary. Please enter the size you desire! Ex. 9 inches,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/fli-8kvKLNAeoYy/flash.c3322a86.webp,Back Tattoos,"10,000","40,000"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Swirly Double Lily Blooms,6-7 inches | Black Ink | If bigger sizing is desired or color let me know beforehand!,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/fli-8kZBkbFNLjk/flash.0e550fd3.webp,Floral Tattoos,"10,000","28,500"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Lotus swirls,6 inches | Black Ink | If sizing is bigger or color is requested sizing will differ. Please specify what color you’d like!,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/fli-8kZBWMEgqSO/flash.d6dfcd7c.webp,Floral Tattoos,"10,000","30,000"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Green and Pink Lily swirly,Maritza would like to tattoo this design solely in color! Please message her if you would like B&Grey. ,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/fli-8n8lhyE7GYS/flash.b5ab945c.webp,Back Tattoos,"10,000","49,500"
inkbymaritza,"Tattoo Artist in Riverdale, MD",Hibiscus pink and green swirly,Maritza would like to tattoo this design solely in color! Please message her if you would like B&Grey. ,s3://venue-ink-prd-app/static/people/per-8djptZKF2cS/flash_images/fli-8n8lsGWs1JI/flash.c8b3cc91.webp,Back Tattoos,"10,000","49,500"
inkbyxandria,,Crying Kabuki Mask,Designed to be one half of a set of kabuki masks for the thighs,s3://venue-ink-prd-app/static/people/per-8nXkjYNLoA4/flash_images/fli-8nazHAzQmW0/flash.48f39979.webp,Body Framing,"15,000","50,000"
inkbyxandria,,Demoness,Other color options available,s3://venue-ink-prd-app/static/people/per-8nXkjYNLoA4/flash_images/fli-8nazHDEWEFc/flash.3b104104.webp,Portraits,"15,000","40,000"
inkdink,"Tehaleh, Bonney Lake, WA",Halloween Flash,"Glitter, Sticker or Color 3-4” ONLY on OUTER arms or OUTER legs for price please. Cash ONLY. Tax is NOT included in price.",s3://venue-ink-prd-app/static/people/per-8dBXDFzFBZY/flash_images/fli-8maFq4YD5DE/flash.582d8d0b.webp,Halloween Flash,"15,000","120,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Cheetah Girl,Color Only ,s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/flash.9c8d285a.jpg,Traditional/Neo-Traditional,"12,000","75,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Traditional Love Lady,Color only ,s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8kPWCd6Hx0S/flash.e16eddf2.webp,Traditional/Neo-Traditional,"12,000","55,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Dark kisses ,Black and grey only ,s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8kPWnn8cLoW/flash.ee22eab8.webp,Portraits/Faces,"12,000","70,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Gambling for Love ,Color only ,s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8kPWY4RmSxM/flash.99c7fc1b.webp,Traditional/Neo-Traditional,"12,000","55,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Bleeding Love,Color fusion (any color),s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8kRMdZbeEUK/flash.61e036f7.webp,Portraits/Faces,"12,000","75,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Herron ,Color only (any color combo),s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8kRN0hTUyw4/flash.9aa7285e.webp,Traditional/Neo-Traditional,"12,000","70,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Geometric Oni Mask ,FULL BACK PIECE - $120/per hour -> estimated 4 or more 4-5 hour appointments. Price displayed = 5hr,s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8muAtPz1sJc/flash.05a3d431.webp,Geometric/Ornamental,"18,000","60,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Ornamental Oni Mask ,May require multiple sessions depending on size ,s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8nXh1K1XUoa/flash.bb2ee127.webp,Geometric/Ornamental,"18,000","90,000"
inkedangel,St. Peter’s Mo • The Firm Tattoo Co.,Geometric Leg Sleeve , 4 hour sessions until done at $120/per hour ,s3://venue-ink-prd-app/static/people/per-8ePBeNsn4Yy/flash_images/fli-8nY0lJMrPIe/flash.47d68f0b.webp,Geometric/Ornamental,"18,000","48,000"
inkedbyciara,Newark DE ,The Stalker ,"A Traditional Japanese style tiger with eyes in the stripes, meant to be a somewhat larger piece ",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qSsEKNRke0/flash.d5c38890.webp,Japanese Traditional,"12,500","42,500"
inkedbyciara,Newark DE ,The White Rabbit ,"A Japanese Traditional style design of a white rabbit with bells: symbolic of purity, immortality and mindfulness ",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUgIZ8XNT6/flash.50ad46c0.webp,Japanese Traditional,"10,000","50,000"
inkedbyciara,Newark DE ,Impermanence ,A Japanese Traditional style design of a moon and clouds: symbolic of transience and beauty ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUgIZrfb9M/flash.aea40045.webp,Japanese Traditional,"10,000","50,000"
inkedbyciara,Newark DE ,Mother Natures Best,A realism style design including a beetle and an orchid ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUj4btks5I/flash.e1101045.webp,Stylized Realism,"10,000","79,500"
inkedbyciara,Newark DE ,The Valkyrie,A stylized realism design of an angel resembling a Valkyrie: symbolic of fate and balance,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUj4eTZ2Jc/flash.702b8e2f.webp,Stylized Realism,"10,000","87,500"
inkedbyciara,Newark DE ,Home Grown ,"A stylized realism design of a monstera plant; a plat I love to grow :)  It’s symbolic of resilience, growth, and positivity!",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUj4fE7FeC/flash.fa549d02.webp,Stylized Realism,"10,000","50,000"
inkedbyciara,Newark DE ,Heart Shaped Cross,A stylized realism design of a metal cross ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUj4fyx46q/flash.554f258b.webp,Stylized Realism,"10,000","50,000"
inkedbyciara,Newark DE ,Woman of the Sky ,A stylized realism design of a statue of an angel,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUj4giMsvA/flash.e1c3b055.webp,Stylized Realism,"10,000","68,500"
inkedbyciara,Newark DE ,Karma ,"A Japanese Kanji style script tattoo, meaning karma ",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBD6zEg4/flash.f67cb0b0.webp,Small Flash ! ,"10,000","50,000"
inkedbyciara,Newark DE ,Beauty,"A Japanese Kanji style script tattoo, meaning beauty",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBDuNRJI/flash.95b99d2e.webp,Small Flash ! ,"10,000","50,000"
inkedbyciara,Newark DE ,Metamorphosis ,"A Japanese Kanji style script tattoo, meaning “metamorphosis”",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBEcerbM/flash.00bd6d6e.webp,Small Flash ! ,"10,000","50,000"
inkedbyciara,Newark DE ,Luck of the Paw,A Japanese Traditional style twist on the well know lucky rabbits foot. The luck of the Paw: cats paw ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBFOufiK/flash.8c4aa4eb.webp,Japanese Traditional,"10,000","50,000"
inkedbyciara,Newark DE ,Lucky Cat !! ,"A Japanese Traditional lucky cat design, a talisman of luck and good fortune",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBG8tgmm/flash.b27f6e9e.webp,Japanese Traditional,"10,000","50,000"
inkedbyciara,Newark DE ,Set Your Goals ,"A Japanese Traditional design of a Daruma doll, a talisman of luck and intention. ",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBGqtVwm/flash.8357905e.webp,Japanese Traditional,"10,000","50,000"
inkedbyciara,Newark DE ,She’s a Fannn,"A cute Japanese traditional style fan, for the pretty girls :) ",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBHZSXMu/flash.18d62623.webp,Japanese Traditional,"10,000","50,000"
inkedbyciara,Newark DE ,Life + Death ,"A Japanese Kanji style script tattoo, meaning “life and death”",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBIJ9xJI/flash.8661f3d5.webp,Small Flash ! ,"10,000","50,000"
inkedbyciara,Newark DE ,The Squeak of Death ,A Japanese Traditional style mouse with a skull within the body :) ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qUQBJ7OxKi/flash.9e5479de.webp,Japanese Traditional,"10,000","50,000"
inkedbyciara,Newark DE ,FRAGILITY,"An original hand drawn design of a lily flower, which is symbolic of fragility and fairness  ",s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qXuzeKh2eW/flash.73c93804.webp,Hand Drawn Flash,"10,000","70,000"
inkedbyciara,Newark DE ,Everyone’s Real,A original hand drawn script design of the word “sonder” ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qXuzfBm1ya/flash.f4d5f742.webp,Hand Drawn Flash,"10,000","50,000"
inkedbyciara,Newark DE ,HELIA ,A hand drawn surrealism flash design of a sun woman :),s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qXuzfuuFeq/flash.4d23d80b.webp,Hand Drawn Flash,"10,000","50,000"
inkedbyciara,Newark DE ,‘Interlinked’,A hand drawn stylized realism design of 3 chain links ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qXuzgcu4oq/flash.4089fa59.webp,Hand Drawn Flash,"10,000","50,000"
inkedbyciara,Newark DE ,Tough Love ,A hand drawn flash design of a tribal style heart with spikes ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qXuzhSqfce/flash.1b8eebcd.webp,Hand Drawn Flash,"10,000","50,000"
inkedbyciara,Newark DE ,“Soul”,A hand drawn script design of the word “soul” with a spark in the middle:) ,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qXuziVZDHM/flash.dd3cbaef.webp,Hand Drawn Flash,"10,000","60,000"
inkedbyciara,Newark DE ,Pinstriped Love ,A pinstripe style inspired heart design !!,s3://venue-ink-prd-app/static/people/per-8qSqCU6gkzo/flash_images/fli-8qXuzjIxPua/flash.aeab1764.webp,Hand Drawn Flash,"10,000","50,000"
